Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-28,10-Q,79.8,N/A,N/A,N/A,N/A
2023-02-16,10-K,72.308,74.047,2.4,72.666,0.49
2022-10-28,10-Q,73.702,72.913,-1.07,72.271,-1.94
2022-07-29,10-Q,77.242,79.557,3.0,78.9,2.15
2022-04-29,10-Q,75.126,73.302,-2.43,74.921,-0.27
2022-02-17,10-K,76.723,77.111,0.51,75.744,-1.28
2021-10-29,10-Q,73.455,73.224,-0.32,75.046,2.17
2021-07-30,10-Q,76.185,76.223,0.05,75.351,-1.09
2021-04-30,10-Q,76.92,77.273,0.46,78.331,1.83
2021-02-18,10-K,74.613,73.172,-1.93,72.689,-2.58
2020-10-30,10-Q,74.359,75.556,1.61,78.261,5.25
2020-07-31,10-Q,72.367,71.776,-0.82,71.467,-1.24
2020-05-01,10-Q,63.863,64.748,1.39,64.646,1.23
2020-02-21,10-K,70.646,68.933,-2.43,62.588,-11.41
2019-11-01,10-Q,61.511,60.222,-2.1,61.345,-0.27
2019-07-26,10-Q,67.418,69.138,2.55,65.14,-3.38
2019-04-26,10-Q,64.855,64.927,0.11,65.446,0.91
2019-02-21,10-K,60.293,60.473,0.3,59.542,-1.24
2018-10-26,10-Q,53.495,51.969,-2.85,54.133,1.19
2018-07-27,10-Q,59.457,59.278,-0.3,60.206,1.26
2018-04-27,10-Q,59.005,57.809,-2.03,56.462,-4.31
2018-02-15,10-K,62.75,62.961,0.34,61.939,-1.29
2017-10-27,10-Q,61.707,60.655,-1.7,61.488,-0.36
2017-07-21,10-Q,63.871,62.634,-1.94,63.235,-1.0
2017-04-28,10-Q,62.451,62.243,-0.33,62.252,-0.32
2017-02-23,10-K,64.185,63.245,-1.46,63.581,-0.94
2016-10-27,10-Q,60.498,61.013,0.85,60.498,0.0
2016-07-28,10-Q,62.454,63.46,1.61,63.759,2.09
2016-04-28,10-Q,60.355,60.151,-0.34,60.618,0.44
2016-02-18,10-K,56.703,56.905,0.36,56.872,0.3
2015-10-30,10-Q,55.629,56.584,1.72,55.184,-0.8
2015-07-30,10-Q,56.706,56.706,0.0,57.231,0.93
2015-04-30,10-Q,55.774,56.106,0.59,56.272,0.89
