Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-04,10-Q,34.946,34.211,-2.1,37.776,8.1
2022-08-05,10-Q,29.903,30.249,1.16,31.237,4.46
2022-05-05,10-Q,38.938,37.209,-4.44,33.732,-13.37
2022-02-15,10-K,42.762,43.33,1.33,41.577,-2.77
2021-11-05,10-Q,36.15,38.482,6.45,40.239,11.31
2021-08-05,10-Q,34.915,35.899,2.82,37.389,7.09
2021-05-05,10-Q,40.372,40.887,1.28,41.548,2.91
2021-02-16,10-K,31.904,33.116,3.8,36.704,15.05
2020-11-06,10-Q,18.541,19.191,3.5,19.53,5.33
2020-08-07,10-Q,13.537,13.944,3.01,13.363,-1.29
2020-05-07,10-Q,8.698,8.931,2.68,8.039,-7.58
2020-02-14,10-K,11.869,11.656,-1.8,10.9,-8.17
2019-11-06,10-Q,10.28,10.888,5.92,10.473,1.88
2019-08-06,10-Q,9.742,9.684,-0.59,9.502,-2.47
2019-05-07,10-Q,10.941,10.874,-0.61,10.387,-5.07
2019-02-15,10-K,11.701,12.473,6.6,12.635,7.98
2018-11-09,10-Q,10.768,10.588,-1.67,11.347,5.37
2018-08-08,10-Q,14.546,14.47,-0.52,12.911,-11.24
2018-05-04,10-Q,14.532,14.382,-1.04,15.333,5.51
2018-02-20,10-K,17.321,17.603,1.63,17.941,3.58
2017-11-07,10-Q,13.674,13.966,2.13,12.969,-5.15
2017-08-04,10-Q,13.543,13.815,2.01,13.12,-3.12
2017-05-05,10-Q,11.09,10.968,-1.1,10.817,-2.46
2017-02-24,10-K,12.453,12.471,0.15,12.406,-0.38
2016-11-09,10-Q,12.283,12.969,5.59,12.969,5.59
2016-08-05,10-Q,11.494,11.55,0.49,11.109,-3.35
2016-05-10,10-Q,10.206,10.911,6.91,10.817,5.99
2016-02-26,10-K,6.983,7.171,2.69,9.154,31.09
2015-11-06,10-Q,10.103,9.859,-2.42,8.158,-19.26
2015-08-10,10-Q,10.907,9.568,-12.27,9.587,-12.1
2015-05-08,10-Q,21.594,21.297,-1.37,21.168,-1.98
2015-02-27,10-K,20.0,19.538,-2.31,17.975,-10.12
2014-11-07,10-Q,25.849,25.557,-1.13,25.813,-0.14
