Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-25,10-Q,101.09,97.68,-3.37,N/A,N/A
2023-02-07,10-K,97.334,97.116,-0.22,100.815,3.58
2022-10-25,10-Q,87.364,89.5,2.44,94.473,8.14
2022-07-26,10-Q,88.706,88.736,0.03,92.157,3.89
2022-04-26,10-Q,96.925,96.583,-0.35,93.222,-3.82
2022-02-11,10-K,92.58,90.928,-1.78,90.734,-1.99
2021-10-26,10-Q,86.137,86.137,0.0,84.823,-1.53
2021-07-27,10-Q,84.721,83.741,-1.16,84.481,-0.28
2021-04-27,10-Q,79.049,79.307,0.33,80.128,1.36
2021-02-08,10-K,68.775,69.297,0.76,68.889,0.17
2020-10-27,10-Q,53.246,49.299,-7.41,53.726,0.9
2020-07-29,10-Q,55.536,53.722,-3.27,56.125,1.06
2020-05-07,10-Q,52.833,54.372,2.91,50.356,-4.69
2020-02-06,10-K,90.667,91.033,0.4,89.268,-1.54
2019-10-25,10-Q,82.571,82.617,0.06,84.72,2.6
2019-07-26,10-Q,77.874,77.926,0.07,75.107,-3.55
2019-04-26,10-Q,80.388,81.153,0.95,80.873,0.6
2019-02-07,10-K,68.526,69.531,1.47,70.88,3.44
2018-10-26,10-Q,69.552,68.344,-1.74,71.922,3.41
2018-07-27,10-Q,75.526,74.723,-1.06,75.167,-0.48
2018-04-27,10-Q,68.364,67.075,-1.89,66.717,-2.41
2018-02-09,10-K,69.413,70.718,1.88,72.16,3.96
2017-10-27,10-Q,65.711,66.13,0.64,66.815,1.68
2017-07-28,10-Q,65.204,65.04,-0.25,66.642,2.2
2017-04-28,10-Q,64.915,64.877,-0.06,66.203,1.98
2017-02-09,10-K,59.705,60.225,0.87,61.14,2.4
2016-10-27,10-Q,53.938,54.892,1.77,54.466,0.98
2016-07-29,10-Q,57.673,57.292,-0.66,57.721,0.08
2016-04-29,10-Q,55.547,55.547,0.0,53.817,-3.11
2016-02-11,10-K,44.723,45.405,1.52,46.957,4.99
2015-10-23,10-Q,52.813,52.609,-0.39,51.653,-2.2
2015-07-24,10-Q,51.787,51.558,-0.44,52.309,1.01
2015-04-24,10-Q,60.244,60.026,-0.36,59.87,-0.62
2015-02-05,10-K,61.959,61.804,-0.25,62.023,0.1
2014-10-24,10-Q,53.264,53.453,0.36,54.895,3.06
2014-07-25,10-Q,55.545,55.601,0.1,53.438,-3.79
2014-04-25,10-Q,59.498,59.747,0.42,59.148,-0.59
2014-02-06,10-K,55.268,55.915,1.17,57.513,4.06
2013-10-25,10-Q,53.996,53.227,-1.42,53.991,-0.01
2013-07-26,10-Q,52.451,52.501,0.1,53.85,2.67
2013-04-26,10-Q,45.292,45.525,0.52,46.266,2.15
2013-02-07,10-K,44.43,44.499,0.16,44.566,0.31
