Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-18,10-Q,501.41,495.16,-1.25,475.58,-5.15
2023-01-26,10-K,456.933,456.724,-0.05,454.33,-0.57
2022-10-18,10-Q,426.479,434.498,1.88,454.437,6.56
2022-07-19,10-Q,382.994,387.743,1.24,389.302,1.65
2022-04-20,10-Q,442.516,428.544,-3.16,433.848,-1.96
2022-01-25,10-K,374.903,378.844,1.05,374.748,-0.04
2021-10-26,10-Q,318.757,317.825,-0.29,313.379,-1.69
2021-07-26,10-Q,350.926,357.295,1.81,351.165,0.07
2021-04-21,10-Q,366.745,359.974,-1.85,353.202,-3.69
2021-01-28,10-K,308.211,302.468,-1.86,316.952,2.84
2020-10-22,10-Q,344.365,349.377,1.46,328.947,-4.48
2020-07-21,10-Q,347.991,365.579,5.05,358.696,3.08
2020-04-22,10-Q,350.763,347.379,-0.96,357.688,1.97
2020-02-07,10-K,402.427,402.968,0.13,401.218,-0.3
2019-10-24,10-Q,341.297,337.645,-1.07,343.064,0.52
2019-07-23,10-Q,324.004,334.056,3.1,331.421,2.29
2019-04-24,10-Q,297.016,295.891,-0.38,298.572,0.52
2019-02-08,10-K,269.325,268.021,-0.48,274.444,1.9
2018-10-25,10-Q,271.72,270.514,-0.44,265.521,-2.28
2018-07-24,10-Q,284.273,285.851,0.55,287.384,1.09
2018-04-25,10-Q,288.571,289.36,0.27,267.728,-7.22
2018-02-06,10-K,294.006,300.833,2.32,305.014,3.74
2017-10-26,10-Q,266.468,266.563,0.04,269.038,0.96
2017-07-20,10-Q,249.218,248.745,-0.19,247.894,-0.53
2017-04-26,10-Q,231.104,231.779,0.29,230.463,-0.28
2017-02-09,10-K,219.208,221.203,0.91,225.261,2.76
2016-10-27,10-Q,209.554,209.107,-0.21,201.266,-3.96
2016-07-20,10-Q,214.956,212.837,-0.99,212.854,-0.98
2016-04-27,10-Q,194.34,193.567,-0.4,196.303,1.01
2016-02-24,10-K,178.833,181.639,1.57,180.658,1.02
2015-10-22,10-Q,177.427,179.73,1.3,178.853,0.8
2015-07-22,10-Q,164.971,165.003,0.02,169.331,2.64
2015-04-22,10-Q,159.513,159.166,-0.22,154.395,-3.21
2015-02-09,10-K,154.651,156.774,1.37,158.297,2.36
2014-10-24,10-Q,144.13,145.457,0.92,151.474,5.1
2014-07-23,10-Q,132.607,134.082,1.11,134.248,1.24
2014-04-24,10-Q,125.667,126.035,0.29,127.412,1.39
2014-02-14,10-K,126.389,126.242,-0.12,128.911,2.0
2013-10-25,10-Q,103.006,102.414,-0.57,103.429,0.41
2013-07-24,10-Q,90.714,91.003,0.32,91.475,0.84
2013-04-25,10-Q,74.034,74.561,0.71,75.842,2.44
2013-02-28,10-K,66.297,66.425,0.19,66.892,0.9
