Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-25,10-Q,231.99,232.47,0.21,N/A,N/A
2023-02-22,10-K,249.837,252.235,0.96,245.092,-1.9
2022-10-20,10-Q,242.581,244.088,0.62,247.59,2.07
2022-07-21,10-Q,278.395,273.021,-1.93,288.146,3.5
2022-04-21,10-Q,277.126,263.501,-4.92,255.971,-7.63
2022-02-23,10-K,261.111,270.236,3.49,273.162,4.62
2021-10-21,10-Q,309.024,311.65,0.85,302.888,-1.99
2021-07-22,10-Q,287.166,289.462,0.8,295.782,3.0
2021-04-22,10-Q,251.153,257.965,2.71,254.788,1.45
2021-02-25,10-K,217.52,217.927,0.19,212.709,-2.21
2020-10-22,10-Q,231.934,230.625,-0.56,228.058,-1.67
2020-07-23,10-Q,197.303,193.391,-1.98,200.195,1.47
2020-05-06,10-Q,162.232,161.737,-0.3,158.186,-2.49
2020-02-21,10-K,159.931,154.932,-3.13,142.84,-10.69
2019-10-24,10-Q,134.648,134.086,-0.42,136.01,1.01
2019-07-18,10-Q,140.955,139.585,-0.97,141.162,0.15
2019-04-18,10-Q,124.807,124.905,0.08,128.902,3.28
2019-02-21,10-K,110.544,111.576,0.93,124.889,12.98
2018-10-18,10-Q,99.382,98.548,-0.84,96.486,-2.91
2018-07-19,10-Q,101.157,99.285,-1.85,101.736,0.57
2018-04-19,10-Q,99.329,99.172,-0.16,99.603,0.28
2018-02-21,10-K,95.111,95.121,0.01,95.531,0.44
2017-10-19,10-Q,87.896,88.569,0.77,89.223,1.51
2017-07-20,10-Q,81.032,80.886,-0.18,79.045,-2.45
2017-04-20,10-Q,80.596,79.439,-1.44,80.616,0.02
2017-02-22,10-K,82.319,82.639,0.39,84.707,2.9
2016-10-20,10-Q,77.711,77.701,-0.01,75.918,-2.31
2016-07-25,10-Q,78.66,78.495,-0.21,78.863,0.26
2016-04-21,10-Q,70.305,70.62,0.45,70.569,0.38
2016-02-24,10-K,63.76,64.535,1.22,66.165,3.77
2015-10-22,10-Q,68.619,67.772,-1.23,67.932,-1.0
2015-07-23,10-Q,64.914,63.988,-1.43,66.962,3.16
2015-04-23,10-Q,61.638,60.626,-1.64,59.593,-3.32
2015-02-25,10-K,63.38,63.808,0.68,62.573,-1.27
2014-10-16,10-Q,53.849,54.285,0.81,56.15,4.27
2014-07-17,10-Q,53.693,54.447,1.4,55.07,2.57
2014-04-16,10-Q,53.321,52.742,-1.09,53.328,0.01
2014-02-21,10-K,55.057,55.353,0.54,55.303,0.45
2013-10-17,10-Q,52.263,52.039,-0.43,52.076,-0.36
2013-07-18,10-Q,48.95,49.629,1.39,48.61,-0.69
2013-04-18,10-Q,41.925,42.683,1.81,43.651,4.12
2013-02-22,10-K,44.369,43.236,-2.55,44.449,0.18
2012-10-18,10-Q,38.569,38.489,-0.21,37.703,-2.25
2012-07-19,10-Q,36.871,36.885,0.04,37.541,1.82
2012-04-19,10-Q,38.207,38.308,0.26,39.008,2.09
2012-02-24,10-K,38.421,38.327,-0.24,38.442,0.06
2011-10-20,10-Q,32.617,33.784,3.58,35.902,10.07
2011-07-27,10-Q,35.435,35.161,-0.77,33.686,-4.94
2011-04-21,10-Q,38.264,37.731,-1.39,39.746,3.87
2011-02-24,10-K,35.789,36.328,1.51,36.746,2.67
2010-10-21,10-Q,31.18,31.043,-0.44,30.964,-0.69
2010-07-22,10-Q,26.918,27.349,1.6,27.507,2.19
