Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-03-06,10-Q,87.57,91.28,4.24,89.87,2.63
2022-12-07,10-Q,82.37,82.19,-0.22,88.09,6.94
2022-09-08,10-Q,101.87,100.07,-1.77,94.46,-7.27
2022-06-29,10-K,77.96,82.2,5.44,85.54,9.72
2022-03-04,10-Q,74.24,80.85,8.9,75.74,2.02
2021-12-08,10-Q,61.52,62.84,2.15,63.47,3.17
2021-09-09,10-Q,92.0,93.85,2.01,87.2,-5.22
2021-06-29,10-K,109.87,100.15,-8.85,98.08,-10.73
2021-03-10,10-Q,108.64,122.33,12.6,121.76,12.08
2020-12-09,10-Q,88.44,86.45,-2.25,82.22,-7.03
2020-09-10,10-Q,64.43,63.95,-0.74,64.41,-0.03
2020-06-24,10-K,71.8,78.85,9.82,76.1,5.99
2020-03-04,10-Q,58.71,60.18,2.5,54.73,-6.78
2019-12-04,10-Q,61.28,61.59,0.51,61.98,1.14
2019-09-05,10-Q,55.33,56.94,2.91,61.63,11.39
2019-06-26,10-K,55.89,55.48,-0.73,55.73,-0.29
2019-03-06,10-Q,83.95,78.81,-6.12,78.89,-6.03
2018-11-30,10-Q,76.6,73.31,-4.3,72.0,-6.01
2018-09-06,10-Q,99.97,100.43,0.46,111.44,11.47
2018-06-27,10-K,66.63,68.79,3.24,72.06,8.15
2018-03-07,10-Q,43.01,45.52,5.84,47.87,11.3
2017-12-06,10-Q,54.47,55.57,2.02,54.89,0.77
2017-08-30,10-Q,46.52,49.02,5.37,49.16,5.67
2017-06-28,10-K,35.11,36.5,3.96,38.11,8.54
2017-03-08,10-Q,27.54,27.11,-1.56,27.56,0.07
2016-12-07,10-Q,27.62,29.02,5.07,27.37,-0.91
2016-08-31,10-Q,24.74,24.31,-1.74,24.44,-1.21
2016-06-29,10-K,26.69,27.8,4.16,26.7,0.04
2016-03-09,10-Q,28.2,26.94,-4.47,27.4,-2.84
2015-12-09,10-Q,28.13,29.04,3.23,29.51,4.91
2015-09-02,10-Q,21.26,20.56,-3.29,20.29,-4.56
2015-07-01,10-K,29.06,27.56,-5.16,26.69,-8.16
2015-03-04,10-Q,25.65,25.8,0.58,25.62,-0.12
2014-11-26,10-Q,28.24,27.71,-1.88,27.07,-4.14
2014-09-04,10-Q,30.56,30.09,-1.54,31.82,4.12
2014-07-09,10-K,35.05,34.15,-2.57,34.39,-1.88
2014-03-05,10-Q,38.51,36.78,-4.49,37.03,-3.84
2013-11-27,10-Q,29.76,30.17,1.38,29.82,0.2
2013-08-28,10-Q,22.02,22.01,-0.05,21.99,-0.14
2013-06-26,10-K,20.06,20.14,0.4,19.91,-0.75
2013-03-06,10-Q,19.57,18.89,-3.47,19.14,-2.2
2012-12-05,10-Q,22.94,22.85,-0.39,22.81,-0.57
2012-09-06,10-Q,22.68,23.37,3.04,22.66,-0.09
2012-06-27,10-K,26.11,25.95,-0.61,25.85,-1.0
2012-03-07,10-Q,25.99,26.32,1.27,27.3,5.04
2011-12-07,10-Q,31.53,31.11,-1.33,30.65,-2.79
2011-09-08,10-Q,28.11,27.91,-0.71,29.95,6.55
2011-06-22,10-K,34.51,33.48,-2.98,34.8,0.84
2011-03-09,10-Q,32.48,33.8,4.06,32.4,-0.25
2010-12-08,10-Q,26.93,26.58,-1.3,26.49,-1.63
2010-09-09,10-Q,22.52,22.09,-1.91,21.49,-4.57
2010-06-25,10-K,21.43,22.58,5.37,21.38,-0.23
2010-03-10,10-Q,23.06,24.67,6.98,23.6,2.34
2009-12-09,10-Q,30.16,29.67,-1.62,29.51,-2.16
2009-09-09,10-Q,28.04,26.88,-4.14,27.81,-0.82
2009-06-24,10-K,28.43,28.5,0.25,32.1,12.91
2009-03-10,10-Q,20.3,19.62,-3.35,19.56,-3.65
2008-12-04,10-Q,30.21,32.24,6.72,33.0,9.24
2008-09-10,10-Q,34.73,35.05,0.92,30.13,-13.25
2008-06-26,10-K,27.71,28.38,2.42,28.32,2.2
2008-03-04,10-Q,20.02,19.93,-0.45,20.3,1.4
2007-12-06,10-Q,26.14,24.97,-4.48,25.04,-4.21
2007-09-06,10-Q,20.04,20.29,1.25,20.45,2.05
2007-06-29,10-K,20.61,20.92,1.5,21.73,5.43
2007-03-09,10-Q,23.5,23.49,-0.04,23.11,-1.66
