Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-26,10-Q,74.07,75.85,2.4,N/A,N/A
2023-02-17,10-K,75.582,73.187,-3.17,71.86,-4.92
2022-11-03,10-Q,77.286,77.899,0.79,82.248,6.42
2022-07-27,10-Q,79.077,83.17,5.18,85.059,7.56
2022-04-22,10-Q,72.339,72.427,0.12,69.473,-3.96
2022-02-18,10-K,72.135,71.775,-0.5,76.565,6.14
2021-10-25,10-Q,81.638,82.781,1.4,82.897,1.54
2021-07-26,10-Q,74.151,75.067,1.24,75.983,2.47
2021-04-23,10-Q,75.037,74.74,-0.4,74.337,-0.93
2021-02-12,10-K,79.311,77.46,-2.33,71.649,-9.66
2020-10-23,10-Q,71.949,71.849,-0.14,69.52,-3.38
2020-07-24,10-Q,66.198,65.579,-0.93,66.304,0.16
2020-04-23,10-Q,56.647,56.309,-0.6,54.294,-4.16
2020-02-14,10-K,65.089,65.911,1.26,64.018,-1.64
2019-10-23,10-Q,54.858,55.219,0.66,54.733,-0.23
2019-07-24,10-Q,48.556,47.994,-1.16,47.888,-1.38
2019-04-23,10-Q,43.595,43.657,0.14,44.663,2.45
2019-02-15,10-K,41.994,42.297,0.72,42.87,2.09
2018-10-23,10-Q,38.691,39.818,2.91,39.353,1.71
2018-07-25,10-Q,37.79,37.883,0.24,37.824,0.09
2018-04-24,10-Q,36.285,35.873,-1.13,36.52,0.65
2018-02-16,10-K,34.667,34.17,-1.44,34.602,-0.19
2017-10-26,10-Q,33.862,34.403,1.6,33.083,-2.3
2017-07-26,10-Q,31.909,31.724,-0.58,32.183,0.86
2017-04-21,10-Q,28.969,28.91,-0.2,29.087,0.41
2017-02-23,10-K,27.917,28.52,2.16,28.516,2.15
2016-11-01,10-Q,27.001,26.527,-1.76,26.846,-0.57
2016-07-28,10-Q,27.138,27.323,0.68,27.144,0.02
2016-04-29,10-Q,24.859,24.961,0.41,25.052,0.77
2016-02-22,10-K,24.278,24.367,0.36,23.853,-1.75
2015-10-30,10-Q,21.377,21.288,-0.42,20.582,-3.72
