Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-11-04,10-Q,91.711,90.359,-1.47,93.24,1.67
2022-08-04,10-Q,106.523,105.969,-0.52,106.309,-0.2
2022-05-09,10-Q,106.598,104.779,-1.71,106.814,0.2
2022-02-24,10-K,93.359,96.419,3.28,98.747,5.77
2021-11-04,10-Q,95.297,95.919,0.65,95.493,0.21
2021-08-05,10-Q,100.879,99.973,-0.9,99.702,-1.17
2021-05-10,10-Q,96.039,95.937,-0.11,95.757,-0.29
2021-02-25,10-K,80.652,79.236,-1.76,80.041,-0.76
2020-11-05,10-Q,85.471,84.763,-0.83,86.355,1.03
2020-08-10,10-Q,76.009,75.032,-1.29,74.93,-1.42
2020-05-12,10-Q,72.579,72.588,0.01,74.691,2.91
2020-02-20,10-K,89.909,90.795,0.99,84.2,-6.35
2019-11-08,10-Q,78.12,76.079,-2.61,77.761,-0.46
2019-08-06,10-Q,76.404,76.335,-0.09,77.177,1.01
2019-05-09,10-Q,73.811,74.797,1.34,74.101,0.39
2019-02-28,10-K,76.216,76.106,-0.14,76.148,-0.09
2018-11-02,10-Q,68.733,69.557,1.2,71.221,3.62
2018-08-02,10-Q,66.193,67.098,1.37,66.489,0.45
2018-05-10,10-Q,63.556,63.353,-0.32,61.01,-4.01
2018-02-21,10-K,61.255,61.426,0.28,61.263,0.01
2017-11-03,10-Q,70.433,69.916,-0.73,70.727,0.42
2017-08-03,10-Q,68.128,68.105,-0.03,68.034,-0.14
2017-05-09,10-Q,63.998,64.287,0.45,64.785,1.23
2017-02-24,10-K,63.881,63.803,-0.12,63.842,-0.06
2016-11-04,10-Q,58.895,60.313,2.41,57.348,-2.63
2016-08-04,10-Q,64.314,63.552,-1.18,63.956,-0.56
2016-05-05,10-Q,59.869,59.271,-1.0,60.541,1.12
2016-02-25,10-K,57.076,55.277,-3.15,55.501,-2.76
2015-11-05,10-Q,52.152,49.458,-5.16,49.719,-4.67
2015-08-07,10-Q,54.251,54.006,-0.45,55.743,2.75
2015-05-08,10-Q,55.086,54.701,-0.7,54.973,-0.21
2015-03-02,10-K,55.051,55.372,0.58,53.408,-2.98
2014-11-07,10-Q,57.524,58.036,0.89,55.981,-2.68
2014-08-07,10-Q,48.928,49.725,1.63,50.516,3.25
2014-05-09,10-Q,49.342,49.191,-0.31,49.448,0.21
2014-02-28,10-K,48.588,48.019,-1.17,48.026,-1.16
2013-11-08,10-Q,48.573,48.586,0.03,48.68,0.22
2013-08-08,10-Q,47.242,46.937,-0.65,45.542,-3.6
2013-05-09,10-Q,47.279,47.364,0.18,47.196,-0.18
2013-03-01,10-K,45.441,45.743,0.66,45.697,0.56
2012-11-08,10-Q,40.099,39.714,-0.96,38.854,-3.1
2012-08-08,10-Q,43.122,43.154,0.07,42.797,-0.75
2012-05-09,10-Q,40.595,40.952,0.88,40.669,0.18
2012-02-28,10-K,39.486,39.317,-0.43,39.505,0.05
2011-11-08,10-Q,38.225,37.729,-1.3,37.95,-0.72
2011-08-08,10-Q,31.248,32.316,3.42,33.766,8.06
2011-05-09,10-Q,33.714,33.964,0.74,34.482,2.28
2011-02-25,10-K,31.927,32.142,0.67,32.124,0.62
2010-11-05,10-Q,32.155,32.051,-0.32,31.355,-2.49
2010-08-06,10-Q,29.875,30.115,0.8,29.582,-0.98
2010-05-07,10-Q,27.981,28.573,2.11,28.37,1.39
2010-02-26,10-K,27.643,27.879,0.86,27.829,0.67
2009-11-06,10-Q,26.349,26.776,1.62,26.726,1.43
2009-08-07,10-Q,25.329,25.087,-0.96,25.249,-0.32
2009-05-08,10-Q,22.545,22.8,1.13,21.789,-3.35
2009-02-27,10-K,21.416,20.542,-4.08,19.318,-9.8
2008-11-07,10-Q,25.076,24.567,-2.03,24.491,-2.34
2008-08-11,10-Q,28.241,27.19,-3.72,27.607,-2.25
2008-05-09,10-Q,27.792,28.168,1.35,28.241,1.62
2008-02-29,10-K,26.407,26.633,0.86,25.805,-2.28
2007-11-09,10-Q,28.614,28.496,-0.41,28.923,1.08
2007-08-09,10-Q,28.202,28.361,0.57,26.819,-4.9
2007-05-10,10-Q,29.292,29.481,0.65,29.786,1.69
2007-03-01,10-K,28.505,28.044,-1.62,27.972,-1.87
2006-11-09,10-Q,25.486,25.83,1.35,26.068,2.28
2006-08-09,10-Q,24.331,24.347,0.07,24.298,-0.13
2006-05-10,10-Q,23.247,22.939,-1.32,22.08,-5.02
2023-02-27,10-K,95.81,94.26,-1.62,95.98,0.18
