Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-02-14,10-K,126.804,126.605,-0.16,122.009,-3.78
2022-10-28,10-Q,111.414,109.215,-1.97,106.128,-4.74
2022-08-08,10-Q,128.584,130.23,1.28,135.6,5.46
2022-04-26,10-Q,161.144,163.128,1.23,148.233,-8.01
2022-02-09,10-K,150.389,143.671,-4.47,139.751,-7.07
2021-10-26,10-Q,140.981,138.697,-1.62,141.753,0.55
2021-07-27,10-Q,123.964,122.467,-1.21,124.425,0.37
2021-04-27,10-Q,109.654,109.893,0.22,110.37,0.65
2021-02-11,10-K,102.25,102.165,-0.08,99.916,-2.28
2020-10-28,10-Q,91.987,94.505,2.74,99.816,8.51
2020-07-28,10-Q,96.186,99.591,3.54,99.047,2.97
2020-05-01,10-Q,80.968,81.229,0.32,83.876,3.59
2020-02-11,10-K,88.952,89.489,0.6,90.395,1.62
2019-10-21,10-Q,83.276,83.45,0.21,78.929,-5.22
2019-07-22,10-Q,74.139,75.426,1.74,75.463,1.79
2019-04-23,10-Q,67.308,68.315,1.5,69.549,3.33
2019-02-13,10-K,63.772,63.799,0.04,63.961,0.3
2018-10-22,10-Q,56.542,57.24,1.23,58.366,3.22
2018-07-23,10-Q,55.529,55.342,-0.34,57.685,3.88
2018-04-24,10-Q,57.456,56.945,-0.89,57.324,-0.23
2018-02-15,10-K,53.69,54.188,0.93,53.559,-0.24
2017-10-27,10-Q,56.18,55.65,-0.94,57.552,2.44
2017-07-27,10-Q,52.757,53.093,0.64,52.722,-0.07
2017-04-25,10-Q,46.958,46.607,-0.75,46.735,-0.47
2017-02-15,10-K,41.916,42.518,1.44,42.892,2.33
2016-11-03,10-Q,41.467,41.517,0.12,39.556,-4.61
2016-07-29,10-Q,45.477,45.577,0.22,45.168,-0.68
2016-05-06,10-Q,38.561,39.132,1.48,39.256,1.8
2016-02-19,10-K,30.584,30.895,1.02,31.632,3.43
2015-11-02,10-Q,35.445,35.096,-0.98,33.157,-6.46
2015-07-31,10-Q,32.605,32.629,0.07,32.725,0.37
2015-05-04,10-Q,32.119,31.435,-2.13,32.174,0.17
2015-02-25,10-K,33.842,33.471,-1.1,33.432,-1.21
2014-11-05,10-Q,32.599,32.545,-0.17,32.091,-1.56
2014-08-06,10-Q,31.004,30.942,-0.2,31.726,2.33
2014-05-07,10-Q,31.74,31.863,0.39,31.778,0.12
