Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2022-12-01,10-Q,147.0,144.56,-1.66,130.13,-11.48
2022-08-25,10-Q,173.91,165.23,-4.99,153.53,-11.72
2022-06-01,10-Q,176.07,188.4,7.0,189.19,7.45
2022-03-11,10-K,197.9,193.12,-2.42,218.8,10.56
2021-12-02,10-Q,261.2,258.32,-1.1,264.32,1.19
2021-08-27,10-Q,266.53,264.97,-0.59,267.08,0.21
2021-06-02,10-Q,234.62,230.84,-1.61,236.09,0.63
2021-03-17,10-K,213.12,209.48,-1.71,209.53,-1.68
2020-12-04,10-Q,225.86,227.7,0.81,222.42,-1.52
2020-08-28,10-Q,271.1,272.65,0.57,254.7,-6.05
2020-06-01,10-Q,176.36,174.23,-1.21,176.55,0.11
2020-03-05,10-K,169.6,164.08,-3.25,140.59,-17.1
2019-12-04,10-Q,156.43,158.22,1.14,156.39,-0.03
2019-08-23,10-Q,151.57,155.14,2.36,156.07,2.97
2019-06-05,10-Q,158.44,159.31,0.55,151.28,-4.52
2019-03-08,10-K,155.06,157.65,1.67,161.51,4.16
2018-11-28,10-Q,140.64,139.72,-0.65,142.06,1.01
2018-08-31,10-Q,152.68,153.21,0.35,151.32,-0.89
2018-05-31,10-Q,129.33,130.52,0.92,132.91,2.77
2018-03-09,10-K,127.41,126.78,-0.49,125.97,-1.13
2017-11-22,10-Q,106.83,107.15,0.3,104.32,-2.35
2017-08-25,10-Q,94.1,93.66,-0.47,96.01,2.03
2017-05-22,10-Q,88.94,88.49,-0.51,90.86,2.16
2017-03-06,10-K,82.5,82.97,0.57,83.61,1.35
2016-11-21,10-Q,76.15,75.57,-0.76,72.93,-4.23
2016-09-01,10-Q,75.91,75.1,-1.07,74.2,-2.25
2016-05-20,10-Q,81.02,81.73,0.88,83.77,3.39
2016-03-07,10-K,70.49,69.82,-0.95,72.22,2.45
2015-11-20,10-Q,80.99,80.78,-0.26,79.69,-1.61
2015-08-25,10-Q,65.18,68.52,5.12,66.63,2.22
2015-05-22,10-Q,75.01,73.57,-1.92,73.1,-2.55
2015-03-06,10-K,64.56,65.48,1.43,64.6,0.06
2014-11-26,10-Q,59.23,59.87,1.08,58.95,-0.47
2014-08-26,10-Q,59.64,59.58,-0.1,59.03,-1.02
2014-05-30,10-Q,52.63,52.38,-0.48,51.8,-1.58
2014-03-05,10-K,63.68,63.14,-0.85,61.52,-3.39
2013-11-25,10-Q,52.75,52.3,-0.85,51.63,-2.12
2013-08-30,10-Q,49.13,49.58,0.92,49.2,0.14
2013-05-24,10-Q,43.25,41.8,-3.35,41.04,-5.11
2013-03-08,10-K,46.463,46.485,0.05,44.125,-5.03
2012-11-28,10-Q,39.465,39.688,0.56,39.217,-0.63
2012-08-31,10-Q,36.295,36.21,-0.23,37.335,2.87
2012-05-25,10-Q,36.75,36.423,-0.89,32.805,-10.73
2012-03-09,10-K,36.857,36.792,-0.18,37.847,2.69
2011-11-29,10-Q,27.647,29.605,7.08,30.83,11.51
2011-09-06,10-Q,30.233,31.365,3.75,31.645,4.67
2011-05-26,10-Q,38.39,37.825,-1.47,36.248,-5.58
2011-03-23,10-K,30.53,32.312,5.84,33.623,10.13
2010-11-24,10-Q,36.292,36.458,0.45,35.755,-1.48
2010-09-09,10-Q,29.413,29.355,-0.2,29.23,-0.62
2010-05-28,10-Q,21.632,21.222,-1.9,21.975,1.58
2010-03-11,10-K,18.855,18.927,0.38,19.228,1.98
2009-11-25,10-Q,16.272,15.812,-2.83,16.173,-0.61
2009-08-25,10-Q,13.075,13.217,1.09,12.785,-2.22
2009-05-27,10-Q,9.125,9.443,3.48,9.82,7.62
2009-03-09,10-K,7.722,8.123,5.18,8.068,4.47
2008-11-25,10-Q,6.492,7.222,11.24,7.932,22.18
2008-08-22,10-Q,13.993,14.132,1.0,14.005,0.09
2008-05-23,10-Q,16.755,17.062,1.84,17.823,6.37
2008-02-29,10-K,14.93,14.693,-1.59,14.165,-5.12
2007-11-19,10-Q,13.523,14.35,6.12,13.12,-2.98
2007-08-17,10-Q,10.005,9.92,-0.85,10.358,3.52
2007-05-18,10-Q,11.45,11.94,4.28,11.523,0.63
2007-03-09,10-K,10.743,10.83,0.81,10.408,-3.12
2006-11-17,10-Q,10.43,10.382,-0.46,10.038,-3.76
2006-08-18,10-Q,8.212,8.227,0.18,8.39,2.16
2006-05-19,10-Q,7.137,7.347,2.94,7.6,6.48
2006-03-15,10-K,9.74,9.735,-0.05,9.255,-4.98
2005-11-18,10-Q,7.188,7.312,1.74,7.807,8.63
2005-08-19,10-Q,5.12,5.043,-1.51,4.812,-6.01
2005-05-20,10-Q,4.622,4.807,4.0,4.965,7.41
2005-03-25,10-K,3.61,3.57,-1.11,3.737,3.53
2004-11-22,10-Q,4.405,4.495,2.04,4.365,-0.91
2004-08-25,10-Q,3.24,3.225,-0.46,3.332,2.85
2023-03-08,10-K,182.95,178.72,-2.31,182.91,-0.02
