Filing Date,Filing Type,Price,Next Price,1d % Change,Next Week Price,1w % Change
2023-04-28,10-Q,22.88,N/A,N/A,N/A,N/A
2023-02-03,10-K,29.997,30.026,0.1,27.95,-6.82
2022-10-28,10-Q,20.42,20.27,-0.73,20.583,0.8
2022-07-29,10-Q,23.495,23.644,0.63,23.217,-1.18
2022-04-29,10-Q,30.235,29.561,-2.23,27.041,-10.56
2022-02-11,10-K,23.482,23.115,-1.56,23.889,1.73
2021-10-29,10-Q,26.06,25.349,-2.73,25.892,-0.64
2021-07-30,10-Q,26.139,24.747,-5.32,25.586,-2.11
2021-04-30,10-Q,22.705,24.353,7.26,27.491,21.08
2021-02-12,10-K,16.281,18.235,12.0,18.62,14.36
2020-10-30,10-Q,9.516,9.703,1.97,9.763,2.59
2020-07-31,10-Q,6.552,6.758,3.15,7.152,9.16
2020-05-01,10-Q,7.379,8.155,10.52,8.401,13.86
2020-02-14,10-K,8.636,8.666,0.34,8.98,3.98
2019-11-01,10-Q,12.918,13.006,0.68,13.27,2.73
2019-08-02,10-Q,12.922,12.308,-4.75,11.734,-9.19
2019-05-03,10-Q,16.385,16.142,-1.48,15.249,-6.93
2019-02-15,10-K,22.248,22.354,0.48,23.238,4.45
2018-11-02,10-Q,27.043,27.904,3.18,26.818,-0.83
2018-08-02,10-Q,31.015,31.18,0.53,29.257,-5.67
2018-04-27,10-Q,31.202,32.609,4.51,33.274,6.64
2018-02-21,10-K,41.313,41.429,0.28,41.94,1.52
2017-11-01,10-Q,26.23,26.508,1.06,26.201,-0.11
2017-07-26,10-Q,25.119,23.969,-4.58,21.869,-12.94
2017-04-26,10-Q,21.789,22.229,2.02,20.441,-6.19
2017-02-28,10-K,37.036,37.955,2.48,34.597,-6.59
2016-11-02,10-Q,16.979,18.294,7.74,23.457,38.16
2016-07-27,10-Q,24.241,25.582,5.53,24.916,2.79
2016-04-27,10-Q,17.566,17.414,-0.86,17.926,2.05
2016-02-29,10-K,8.65,8.716,0.77,12.871,48.79
2015-11-04,10-Q,10.373,9.745,-6.06,9.537,-8.06
2015-07-29,10-Q,18.749,18.796,0.25,18.59,-0.85
2015-04-29,10-Q,22.1,22.427,1.48,22.474,1.69
2015-02-24,10-K,23.463,23.258,-0.88,21.166,-9.79
2014-10-29,10-Q,37.289,36.229,-2.84,33.828,-9.28
2014-07-30,10-Q,30.687,31.114,1.39,32.313,5.3
2014-04-30,10-Q,24.126,24.117,-0.04,23.421,-2.92
2014-02-25,10-K,21.975,22.457,2.19,22.596,2.83
2013-10-29,10-Q,23.525,22.832,-2.94,25.215,7.18
2013-07-30,10-Q,16.314,15.983,-2.03,15.817,-3.05
2013-04-30,10-Q,16.354,15.895,-2.81,16.749,2.42
2013-02-15,10-K,21.278,21.26,-0.09,18.844,-11.44
2012-10-30,10-Q,18.647,19.708,5.69,19.717,5.74
